Glyph Number,Left Bearing,Right Bearing,SVG Path
1063,-9,10,M-3-7L-7 6M-3-5L-2 6M-2-7L-1 4M7-7L-2 6M7-7L3 6M8-7L4 6M-5-7L-2-7M7-7L10-7M-9 6L-5 6M1 6L6 6
1064,-8,8,M-2-7L-6 6M-2-7L2 6M-1-7L2 3M6-7L2 6M-4-7L-1-7M4-7L8-7M-8 6L-4 6
1065,-7,7,M0-7L-2-6-3-5-4-3-5 0-5 3-4 5-2 6 0 6 2 5 3 4 4 2 5-1 5-4 4-6 2-7 0-7M0-7L-2-5-3-3-4 0-4 4-2 6M0 6L2 4 3 2 4-1 4-5 2-7
1066,-8,7,M-2-7L-6 6M-1-7L-5 6M-4-7L3-7 5-6 6-5 6-3 5-1 2 0-3 0M3-7L5-5 5-3 4-1 2 0M-8 6L-3 6
1067,-7,7,M0-7L-2-6-3-5-4-3-5 0-5 3-4 5-2 6 0 6 2 5 3 4 4 2 5-1 5-4 4-6 2-7 0-7M0-7L-2-5-3-3-4 0-4 4-2 6M0 6L2 4 3 2 4-1 4-5 2-7M-3 5L-3 4-2 3-1 3 0 4 1 7 2 8 3 8 4 7
1068,-8,8,M-2-7L-6 6M-1-7L-5 6M-4-7L3-7 5-6 6-5 6-3 5-1 2 0-3 0M3-7L5-5 5-3 4-1 2 0M1 0L2 5 3 6 4 6 5 4M1 0L2 1 3 5 4 6M-8 6L-3 6
1069,-7,8,M5-6L6-7 6-4 5-6 3-7 0-7-2-6-3-5-3-3-2-2 3 1 4 2M-3-4L-2-3 3 0 4 1 4 4 3 5 1 6-2 6-4 5-5 3-5 6-4 5
1070,-7,8,M2-7L-2 6M3-7L-1 6M-1-7L-4-4-2-7 7-7 7-4 6-7M-4 6L1 6
1071,-8,8,M-2-7L-5 3-5 5-3 6 0 6 2 5 3 3 6-7M-1-7L-4 3-4 5-3 6M-4-7L1-7M4-7L8-7
1072,-8,8,M-3-7L-2 6M-2-7L-1 4M7-7L-2 6M-5-7L0-7M5-7L9-7
1073,-10,10,M-4-7L-5 6M-3-7L-4 4M2-7L-5 6M2-7L1 6M3-7L2 4M8-7L1 6M-6-7L-1-7M6-7L10-7
1074,-8,8,M-2-7L2 6M-1-7L3 6M6-7L-6 6M-4-7L1-7M4-7L8-7M-8 6L-4 6M0 6L5 6
1075,-7,8,M-2-7L0 0-2 6M-1-7L1 0M7-7L1 0-1 6M-4-7L1-7M5-7L9-7M-4 6L1 6
1076,-6,7,M6-7L-6 6M7-7L-5 6M-1-7L-3-4-2-7 7-7M-6 6L3 6 4 3 2 6
1101,-5,8,M-1-3L-2-2-2-1-3-1-3-2-1-3 2-3 4-1 4 5 5 6 6 6M2-3L3-1 3 5 5 6M3 0L0 1-2 2-3 3-3 5-2 6 1 6 2 5 3 3M0 1L-2 3-2 5-1 6
1102,-8,7,M-4-7L-4 6M-3-7L-3 6M-3 0L-2-2 0-3 2-3 4-2 5 0 5 3 4 5 2 6 0 6-2 5-3 3M2-3L3-2 4 0 4 3 3 5 2 6M-6-7L-3-7
1103,-6,6,M4-1L3-1 3 0 4 0 4-1 3-2 1-3-1-3-3-2-4 0-4 3-3 5-1 6 1 6 3 5 4 4M-1-3L-2-2-3 0-3 3-2 5-1 6
1104,-6,9,M4-7L4 6M5-7L5 6M4 0L3-2 1-3-1-3-3-2-4 0-4 3-3 5-1 6 1 6 3 5 4 3M-1-3L-2-2-3 0-3 3-2 5-1 6M2-7L5-7M4 6L7 6
1105,-6,6,M-3 1L4 1 4 0 3-2 1-3-1-3-3-2-4 0-4 3-3 5-1 6 1 6 3 5 4 4M3 1L3-1 1-3M-1-3L-2-2-3 0-3 3-2 5-1 6
1106,-6,6,M2-7L3-6 3-5 4-5 4-6 2-7 0-7-2-5-2 6M0-7L-1-5-1 6M-4-3L1-3M-4 6L1 6
1107,-6,6,M-1-3L-3-1-3 1-1 3 1 3 3 1 3-1 1-3-1-3M-1-3L-2-1-2 1-1 3M1 3L2 1 2-1 1-3M2-2L3-3 4-3M-2 2L-3 3-3 5-1 7 2 7 4 8M-4 8L-4 7-2 6 2 6 4 7 4 9 2 10-2 10-4 9-4 8-2 7
1108,-8,9,M-4-7L-4 6M-3-7L-3 6M-3 0L-2-2 0-3 2-3 4-2 5 0 5 6M2-3L3-2 4 0 4 6M-6-7L-3-7M-6 6L-1 6M2 6L7 6
1109,-4,5,M0-7L0-6 1-6 1-7 0-7M0-3L0 6M1-3L1 6M-2-3L1-3M-2 6L3 6
1110,-5,5,M1-7L1-6 2-6 2-7 1-7M1-3L1 8 0 10M2-3L2 8 0 10-2 10-3 9-3 8-2 8-2 9-3 9M-1-3L2-3
1111,-8,9,M-4-7L-4 6M-3-7L-3 6M3-3L-3 3M0 0L4 6M1 0L5 6M-6-7L-3-7M1-3L5-3M-6 6L-1 6M2 6L7 6
1112,-4,5,M0-7L0 6M1-7L1 6M-2-7L1-7M-2 6L3 6
1113,-12,13,M-8-3L-8 6M-7-3L-7 6M-7 0L-6-2-4-3-2-3 0-2 1 0 1 6M-2-3L-1-2 0 0 0 6M1 0L2-2 4-3 6-3 8-2 9 0 9 6M6-3L7-2 8 0 8 6M-10-3L-7-3M-10 6L-5 6M-2 6L3 6M6 6L11 6
1114,-8,9,M-4-3L-4 6M-3-3L-3 6M-3 0L-2-2 0-3 2-3 4-2 5 0 5 6M2-3L3-2 4 0 4 6M-6-3L-3-3M-6 6L-1 6M2 6L7 6
1115,-6,7,M-1-3L-3-2-4 0-4 3-3 5-1 6 2 6 4 5 5 3 5 0 4-2 2-3-1-3M-1-3L-2-2-3 0-3 3-2 5-1 6M2 6L3 5 4 3 4 0 3-2 2-3
1116,-8,7,M-4-3L-4 10M-3-3L-3 10M-3 0L-2-2 0-3 2-3 4-2 5 0 5 3 4 5 2 6 0 6-2 5-3 3M2-3L3-2 4 0 4 3 3 5 2 6M-6-3L-3-3M-6 10L-1 10
1117,-7,8,M3-3L3 10M4-3L4 10M3 0L2-2 0-3-2-3-4-2-5 0-5 3-4 5-2 6 0 6 2 5 3 3M-2-3L-3-2-4 0-4 3-3 5-2 6M1 10L6 10
1118,-7,6,M-3-3L-3 6M-2-3L-2 6M-2 0L-1-2 1-3 3-3 4-2 4-1 3-1 3-2 4-2M-5-3L-2-3M-5 6L0 6
1119,-5,6,M2-3L3-2 3-1 4-1 4-2 2-3-1-3-3-2-3 0-1 1 2 2 4 3M-3-1L-1 0 2 1 4 2 4 5 2 6-1 6-3 5-3 4-2 4-2 5-1 6
1120,-5,6,M-2-7L-2 4 0 6 2 6 3 5 3 4M-1-7L-1 4 0 6M-4-3L2-3
1121,-8,9,M-4-3L-4 3-3 5-1 6 1 6 3 5 4 3M-3-3L-3 3-2 5-1 6M4-3L4 6M5-3L5 6M-6-3L-3-3M2-3L5-3M4 6L7 6
1122,-8,8,M-4-3L0 6M-3-3L0 4M4-3L0 6M-6-3L-1-3M2-3L6-3
1123,-10,10,M-6-3L-3 6M-5-3L-3 3M0-3L-3 6M0-3L3 6M1-3L3 3M6-3L3 6M-8-3L-3-3M4-3L8-3
1124,-8,8,M-4-3L3 6M-3-3L4 6M4-3L-4 6M-6-3L-1-3M2-3L6-3M-6 6L-2 6M1 6L6 6
1125,-8,8,M-4-3L0 6M-3-3L0 4M4-3L0 6-2 9-4 10-5 10-6 9-6 8-5 8-5 9-6 9M-6-3L-1-3M2-3L6-3
1126,-6,6,M3-3L-4 6M4-3L-3 6M-3-3L-4-1-4-3 4-3M-4 6L4 6 4 4 3 6
1127,-7,8,M-1-3L-3-2-4-1-5 1-5 3-4 5-2 6-1 6 1 5 3 3 5 0 6-3M-1-3L-3-1-4 1-4 3-3 5-2 6M-1-3L1-3 3-2 5 5 6 6M1-3L2-2 4 5 6 6 7 6
1128,-7,6,M0-7L-1-6-2-4-4 2-6 10M0-7L2-7 4-6 4-4 3-2 0-1M2-7L3-6 3-4 2-2 0-1M0-1L2 0 3 2 3 4 2 5 0 6-1 6-3 5-4 2M0-1L1 0 2 2 2 4 0 6
1129,-9,7,M-7-1L-5-3-3-3-1-2 0 0 1 3 1 6 0 10M-7-1L-5-2-3-2-1-1 0 0M5-3L4 0 1 6-1 10
1130,-7,7,M1-3L-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4 4 2 4 0 3-2 0-4-1-6 0-7 2-7 4-5M-1-3L-3-1-4 1-4 4-2 6M0 6L2 4 3 2 3-1 1-3
1131,-6,5,M2-2L1-3-1-3-3-2-3-1-2 0 0 1M-1-3L-2-2-2-1 0 1M0 1L-3 2-4 3-4 5-2 6 0 6 2 5M0 1L-2 2-3 3-3 5-2 6
1132,-6,6,M0-7L-1-6-1-5 1-4 4-4 4-5 1-4-2-3-3-2-4 0-4 2-3 4-2 5 0 6 1 7 1 9 0 10-2 10-3 9M1-4L-1-3-2-2-3 0-3 2-2 4 0 6
1133,-9,7,M-7-2L-5-3-3-2-3-1-5 6M-5-3L-4-2-4-1-6 6M-3-1L-2-2 0-3 2-3 4-2 4 0 1 10M2-3L3-2 3 0 0 10
1134,-9,7,M-7-1L-5-2-3-1-3 4-2 6M-5-2L-4-1-4 3-3 5-2 6-1 6 1 5 2 4 3 2 4-1 4-4 3-6 2-7 0-7-1-6-1-4 0-2 3 0 5 1M-1 6L1 4 2 2 3-1 3-4 2-7
1135,-4,4,M0-3L-2 4-2 5 0 6 2 4M1-3L-1 4-1 5 0 6
1136,-7,7,M-3-3L-6 6M-2-3L-5 6M3-3L4-2 5-2 4-3 2-3 0-1-3 0M-3 0L-2 1 0 5 2 6 4 5M-3 0L-1 1 1 5 2 6
1137,-8,7,M-6-7L-4-7-2-6 5 6M-4-7L-3-6 4 6M0-2L-5 6M0-2L-4 6
1138,-8,8,M-3-3L-7 10M-2-3L-6 10M-4 3L-4 5-3 6-1 6 1 5 2 4M4-3L2 4 2 5 4 6 6 5M5-3L3 4 3 5 4 6
1139,-8,7,M-4-3L-5 6M-3-3L-4 3-5 6M4 0L4-3 5-3 4 0 2 3-1 5-4 6-5 6M-6-3L-3-3
1140,-5,6,M0-7L-1-6-1-5 1-4 4-4M2-4L-1-3-2-2-2 0 0 1 3 1M2-4L0-3-1-2-1 0 0 1M1 1L-2 2-3 3-3 5-1 6 1 7 2 8 2 9 1 10-1 10M1 1L-1 2-2 3-2 5-1 6
1141,-7,6,M-1-3L-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4 4 2 4 0 3-2 1-3-1-3M-1-3L-3-1-4 1-4 4-2 6M0 6L2 4 3 2 3-1 1-3
1142,-9,8,M-2-2L-5 6M-2-2L-4 6M2-2L1 6M2-2L2 6M-7-1L-5-3 6-3M-7-1L-5-2 6-2
1143,-9,7,M1-3L-1-3-3-2-4-1-5 1-8 10M-1-3L-3-1-4 1-7 10M1-3L3-2 4 0 4 2 3 4 2 5 0 6-2 6-4 5-5 3M1-3L3-1 3 2 2 4 0 6
1144,-7,9,M8-3L-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4 4 2 4 0 3-2 8-2M-1-3L-3-1-4 1-4 4-2 6M0 6L2 4 3 2 3-1 1-3
1145,-7,8,M1-2L-2 6M1-2L-1 6M-5-1L-3-3 6-3M-5-1L-3-2 6-2
1146,-8,7,M-6-2L-4-3-2-2-2 0-3 3-3 5-2 6M-4-3L-3-2-3 0-4 3-4 5-2 6 0 6 2 5 4 3 5 0 5-3 4-3 5-2
1147,-7,8,M-3-2L-4-1-5 1-5 3-4 5-2 6 0 6 3 5 5 3 6 0 6-2 5-3 3-3 2-2 1 0 0 3-3 10M-5 3L-4 4-2 5 0 5 3 4 5 2 6 0M6-1L5-2 3-2 1 0M0 3L-1 6-2 10
1148,-8,7,M-6-3L-4-3-2-2 2 9 3 10M-4-3L-3-2 1 9 3 10 5 10M5-3L3 0-4 7-6 10
1149,-9,8,M2-7L-2 10M3-7L-2 10M-7-2L-5-3-3-2-3 4-2 5 1 5 4 3M-5-3L-4-2-4 2-3 5-2 6 0 6 2 5 4 3 6 0 7-3
1150,-8,8,M-4-2L-2-2-2-3-4-2-5-1-6 1-6 3-5 5-4 6-2 6-1 5 0 3 1 0M-6 3L-4 5-2 5 0 3M0 0L0 5 1 6 3 6 5 4 6 2 6 0 5-2 4-3 4-2 5-2M0 3L1 5 3 5 5 4
1151,-7,9,M5-3L3 4 3 5 5 6 7 5M6-3L4 4 4 5 5 6M4 0L3-2 1-3-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4M-1-3L-3-1-4 1-4 4-2 6
1152,-9,6,M-3-7L-5 0M-2-7L-4 0-4 4-2 6M-4 0L-3-2-1-3 1-3 3-2 4 0 4 2 3 4 2 5 0 6-2 6-4 5-5 3-5 0M1-3L3-1 3 2 2 4 0 6M-5-7L-2-7
1153,-7,6,M3-2L3 0 4-1 3-2 1-3-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4M-1-3L-3-1-4 1-4 4-2 6
1154,-7,9,M6-7L3 4 3 5 5 6 7 5M7-7L4 4 4 5 5 6M4 0L3-2 1-3-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4M-1-3L-3-1-4 1-4 4-2 6M4-7L7-7
1155,-7,6,M-4 3L2 0 3-1 3-2 1-3-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4M-1-3L-3-1-4 1-4 4-2 6
1156,-6,6,M5-7L6-6 6-7 4-7 2-6 1-4-2 7-3 9-4 10M4-7L3-6 2-4-1 7-2 9-4 10-6 10-6 9-5 10M-2-3L4-3
1157,-7,8,M5-3L3 4 3 5 1 9M6-3L3 7 1 9-1 10-4 10-4 9-3 10M4 0L3-2 1-3-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4M-1-3L-3-1-4 1-4 4-2 6
1158,-8,8,M-2-7L-6 6M-1-7L-5 6M-3-1L-2-2 0-3 2-3 4-2 4 0 3 3 3 5 4 6M2-3L3-2 3 0 2 3 2 5 4 6 6 5M-4-7L-1-7
1159,-5,4,M1-7L1-6 2-6 2-7 1-7M-3-2L-1-3 1-2 1-1-1 4-1 5 0 6M-1-3L0-2 0-1-2 4-2 5 0 6 2 5
1160,-4,5,M2-7L2-6 3-6 3-7 2-7M-2-2L0-3 2-2 2-1 0 7-1 9-3 10-5 10-5 9-4 10M0-3L1-2 1-1-1 7-2 9-3 10
1161,-8,6,M-2-7L-6 6M-1-7L-5 6M3-3L3-2 4-2 3-3 2-3 0-1-2 0-3 0M-3 0L-2 1 0 5 2 6 4 5M-3 0L-1 1 1 5 2 6M-4-7L-1-7
1162,-5,4,M1-7L-2 4-2 5 0 6 2 5M2-7L-1 4-1 5 0 6M-1-7L2-7
1163,-12,12,M-10-2L-8-3-6-2-6-1-8 6M-8-3L-7-2-7-1-9 6M-6-1L-5-2-3-3-1-3 1-2 1-1-1 6M-1-3L0-2 0-1-2 6M1-1L2-2 4-3 6-3 8-2 8 0 7 4 7 5 8 6M6-3L7-2 7 0 6 4 6 5 8 6 10 5
1164,-8,9,M-6-2L-4-3-2-2-2-1-4 6M-4-3L-3-2-3-1-5 6M-2-1L-1-2 1-3 3-3 5-2 5 0 4 4 4 5 5 6M3-3L4-2 4 0 3 4 3 5 5 6 7 5
1165,-7,6,M-1-3L-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4 4 2 4 0 3-2 1-3-1-3M-1-3L-3-1-4 1-4 4-2 6M0 6L2 4 3 2 3-1 1-3
1166,-9,7,M-7-2L-5-3-3-2-3-1-6 10M-5-3L-4-2-4-1-7 10M-3-1L-2-2 0-3 2-3 4-2 5 0 5 2 4 4 3 5 1 6-1 6-3 5-4 3M2-3L4-1 4 2 3 4 1 6M-9 10L-4 10
1167,-7,8,M5-3L1 10M6-3L2 10M4 0L3-2 1-3-1-3-3-2-4-1-5 1-5 3-4 5-2 6 0 6 2 5 3 4M-1-3L-3-1-4 1-4 4-2 6M-1 10L4 10
1168,-6,7,M-4-2L-2-3 0-2 0-1-2 6M-2-3L-1-2-1-1-3 6M0-1L1-2 3-3 4-3 5-2 5-1 4-1 5-2
1169,-5,6,M2-3L4-1 4-2 2-3-1-3-2-2-2 0-1 1 2 2 3 3M-2-1L-1 0 2 1 3 2 3 5 1 6-2 6-4 5-4 4-2 6
1170,-5,5,M1-7L-2 4-2 5 0 6 2 5M2-7L-1 4-1 5 0 6M-2-3L3-3
1171,-9,8,M-7-2L-5-3-3-2-3 0-4 3-4 5-3 6M-5-3L-4-2-4 0-5 3-5 5-3 6-1 6 1 5 2 4M4-3L2 4 2 5 4 6 6 5M5-3L3 4 3 5 4 6
1172,-8,7,M-6-2L-4-3-2-2-2 0-3 3-3 5-2 6M-4-3L-3-2-3 0-4 3-4 5-2 6 0 6 2 5 4 3 5 0 5-3 4-3 5-2
1173,-11,10,M-9-2L-7-3-5-2-5-1-6 3-6 5-5 6M-7-3L-6-2-6-1-7 3-7 5-5 6-3 6-1 5 0 3M1-3L0 3 0 5 2 6M2-3L1 3 1 5 2 6 4 6 6 5 7 4 8 1 8-3 7-3 8-1
1174,-7,8,M-4-2L-2-3-1-3 1-2 1 0M-1-3L0-2 0 0-1 3-2 5-4 6-5 6-6 5-6 4-5 4-6 5M6-2L5-1 6-1 6-2 5-3 4-3 2-2 1 0 0 3 0 5 1 6M-1 3L-1 5 1 6 2 6 4 5
1175,-9,7,M-7-2L-5-3-3-2-3-1-4 3-4 5-3 6M-5-3L-4-2-4-1-5 3-5 5-3 6-1 6 1 5 2 4M4-3L2 4 1 7 0 9M5-3L3 4 2 7 0 9-2 10-5 10-5 9-4 10
1176,-6,7,M5-3L4-1-4 4-5 6M-4-1L-3-3 1-3 4-1M-3-2L1-2 4-1M-4 4L-1 5 3 5M-4 4L-1 6 3 6 4 4
1177,-10,9,M0-7L1-6 1-5 2-5 2-6 0-7-3-7-5-6-6-4-6 6M-3-7L-4-6-5-4-5 6M6-7L7-6 7-5 8-5 8-6 6-7 4-7 2-5 2 6M4-7L3-5 3 6M-8-3L5-3M-8 6L-3 6M0 6L5 6
1178,-8,9,M3-7L4-6 5-6 5-7-1-7-3-6-4-4-4 6M-1-7L-2-6-3-4-3 6M4-3L4 6M5-3L5 6M-6-3L5-3M-6 6L-1 6M2 6L7 6
1179,-8,9,M5-7L-1-7-3-6-4-4-4 6M-1-7L-2-6-3-4-3 6M3-7L4-6 4 6M5-7L5 6M-6-3L4-3M-6 6L-1 6M2 6L7 6
1180,-12,13,M-2-7L-1-6-1-5 0-5 0-6-2-7-5-7-7-6-8-4-8 6M-5-7L-6-6-7-4-7 6M7-7L8-6 9-6 9-7 3-7 1-6 0-4 0 6M3-7L2-6 1-4 1 6M8-3L8 6M9-3L9 6M-10-3L9-3M-10 6L-5 6M-2 6L3 6M6 6L11 6
1181,-12,13,M-2-7L-1-6-1-5 0-5 0-6-2-7-5-7-7-6-8-4-8 6M-5-7L-6-6-7-4-7 6M9-7L3-7 1-6 0-4 0 6M3-7L2-6 1-4 1 6M7-7L8-6 8 6M9-7L9 6M-10-3L8-3M-10 6L-5 6M-2 6L3 6M6 6L11 6
1184,-6,7,M4-2L2-3 0-3-2-2-3-1-4 1-4 3-3 5-1 6 2 6 4 5M0-3L-2-1-3 1-3 4-1 6M-3 1L1 1
1185,-6,7,M1-7L-1-6-2-5-3-3-4 0-4 3-3 5-2 6 0 6 2 5 3 4 4 2 5-1 5-4 4-6 3-7 1-7M1-7L-1-5-2-3-3 1-3 4-2 6M0 6L2 4 3 2 4-2 4-5 3-7M-3-1L4-1
1186,-7,8,M2-7L-2 10M-1-3L-4-2-5 0-5 3-4 5-1 6 1 6 4 5 5 3 5 0 4-2 1-3-1-3M-1-3L-3-2-4 0-4 3-3 5-1 6M1 6L3 5 4 3 4 0 3-2 1-3
1191,-10,9,M4-7L5-6 6-6 4-7 1-7-1-6-2-5-3-3-6 7-7 9-8 10M1-7L-1-5-2-3-5 7-6 9-8 10-10 10-10 9-9 10M8-7L9-6 9-7 7-7 5-6 4-4 1 7 0 9-1 10M7-7L6-6 5-4 2 7 1 9-1 10-3 10-3 9-2 10M-6-3L7-3
1192,-10,8,M4-7L5-6 6-6 6-7 1-7-1-6-2-5-3-3-6 7-7 9-8 10M1-7L-1-5-2-3-5 7-6 9-8 10-10 10-10 9-9 10M4-3L2 4 2 5 4 6 6 5M5-3L3 4 3 5 4 6M-6-3L5-3
1193,-10,8,M4-7L5-6M6-7L1-7-1-6-2-5-3-3-6 7-7 9-8 10M1-7L-1-5-2-3-5 7-6 9-8 10-10 10-10 9-9 10M5-7L2 4 2 5 4 6 6 5M6-7L3 4 3 5 4 6M-6-3L4-3
1194,-13,12,M1-7L2-6 2-5M3-6L1-7-2-7-4-6-5-5-6-3-9 7-10 9-11 10M-2-7L-4-5-5-3-8 7-9 9-11 10-13 10-13 9-12 10M8-7L9-6 10-6 10-7 5-7 3-6M2-5L1-3-2 7-3 9-4 10M5-7L3-5 2-3-1 7-2 9-4 10-6 10-6 9-5 10M8-3L6 4 6 5 8 6 10 5M9-3L7 4 7 5 8 6M-9-3L9-3
1195,-13,12,M1-7L2-6 2-5M3-6L1-7-2-7-4-6-5-5-6-3-9 7-10 9-11 10M-2-7L-4-5-5-3-8 7-9 9-11 10-13 10-13 9-12 10M8-7L9-6M10-7L5-7 3-6M2-5L1-3-2 7-3 9-4 10M5-7L3-5 2-3-1 7-2 9-4 10-6 10-6 9-5 10M9-7L6 4 6 5 8 6 10 5M10-7L7 4 7 5 8 6M-9-3L8-3
1198,-4,4,
1199,-8,8,
1200,-6,6,M-1-7L-3-6-4-3-4 2-3 5-1 6 1 6 3 5 4 2 4-3 3-6 1-7-1-7M-1-7L-2-6-3-3-3 2-2 5-1 6M1 6L2 5 3 2 3-3 2-6 1-7
1201,-6,6,M-2-4L1-7 1 6M0-6L0 6M-2 6L3 6
1202,-6,6,M-3-5L-3-4-4-4-4-5-3-6-1-7 1-7 3-6 4-4 3-2 1-1-2 0-3 1-4 3-4 6M1-7L2-6 3-4 2-2 1-1M-4 6L-2 4 0 4 2 6M-4 6L-2 5 0 5 2 6 3 6 4 5 4 4
1203,-6,6,M-3-5L-3-4-4-4-4-5-3-6-1-7 1-7 3-6 4-4 3-2 1-1M1-7L2-6 3-4 2-2 1-1M-1-1L1-1 3 0 4 2 4 3 3 5 1 6-1 6-3 5-4 4-4 3-3 3-3 4M1-1L2 0 3 2 3 3 2 5 1 6
1204,-6,6,M1-5L1 6M2-7L2 6M2-7L-4 2 4 2M-1 6L4 6
1205,-6,6,M-3-7L-4 0M-3-7L3-7M-3-6L0-6 3-7M-4 0L-3-1-1-2 1-2 3-1 4 1 4 3 3 5 1 6-1 6-3 5-4 4-4 3-3 3-3 4M1-2L2-1 3 1 3 3 2 5 1 6
1206,-6,6,M3-5L3-4 4-4 4-5 2-7-1-7-2-6-3-5-4-2-4 3-3 5-1 6 1 6 3 5 4 3 4 1 3-1 1-2-1-2-3-1M-1-7L-2-6-3-3-3 3-2 5-1 6M1 6L2 5 3 3 3 1 2-1 1-2
1207,-6,6,M-4-7L-4-3M3-5L1-1-2 6M4-7L1 0-1 6M-4-5L-2-7 0-7 2-5M-4-5L-2-6 0-6 2-5 3-5
1208,-6,6,M-1-7L-3-6-4-4-3-2-1-1 1-1 3-2 4-4 3-6 1-7-1-7M-1-7L-2-6-3-4-2-2-1-1M1-1L2-2 3-4 2-6 1-7M-1-1L-3 0-4 2-4 3-3 5-1 6 1 6 3 5 4 3 4 2 3 0 1-1M-1-1L-2 0-3 2-3 3-2 5-1 6M1 6L2 5 3 3 3 2 2 0 1-1
1209,-6,6,M-3 4L-3 3-4 3-4 4-2 6 1 6 3 4 4 1 4-4 3-6 1-7-1-7-3-6-4-4-4-2-3 0-1 1 1 1 3 0M1 6L2 5 3 2 3-4 2-6 1-7M-1-7L-2-6-3-4-3-2-2 0-1 1
1210,-3,3,M0 4L-1 5 0 6 1 5 0 4
1211,-3,3,M1 5L0 6-1 5 0 4 1 5 1 7-1 9
1212,-3,3,M0-3L-1-2 0-1 1-2 0-3M0 4L-1 5 0 6 1 5 0 4
1213,-3,3,M0-3L-1-2 0-1 1-2 0-3M1 5L0 6-1 5 0 4 1 5 1 7-1 9
1214,-3,3,M0-7L-1-6 0 1 1-6 0-7M0-6L0-3M0 4L-1 5 0 6 1 5 0 4
1215,-6,7,M-4-4L-3-4-3-3-4-3-4-4-3-6-1-7 2-7 4-6 5-4 5-3 4-1 1 0 0 1 0 2 1 2M2-7L4-5 4-2 3-1 1 0M0 5L0 6 1 6 1 5 0 5
1216,-2,3,M0-7L0-2M1-7L0-2
1217,-5,5,M-3-7L-3-2M-2-7L-3-2M2-7L2-2M3-7L2-2
1218,-4,4,M-1-7L-2-6-2-4-1-3 1-3 2-4 2-6 1-7-1-7
1219,-5,5,M0-8L0-2M-3-7L3-3M3-7L-3-3
1220,-7,8,M6-10L-5 10
1221,-5,5,M3-10L1-8-1-5-2-2-2 2-1 5 1 8 3 10M1-8L0-6-1-2-1 2 0 6 1 8
1222,-5,5,M-3-10L-1-8 1-5 2-2 2 2 1 5-1 8-3 10M-1-8L0-6 1-2 1 2 0 6-1 8
1223,-5,5,M-2-10L-2 10M-1-10L-1 10M-2-10L3-10M-2 10L3 10
1224,-5,5,M1-10L1 10M2-10L2 10M-3-10L2-10M-3 10L2 10
1225,-4,4,M1-10L0-9-1-7-1-5 0-3 1-2-1 0 1 2 0 3-1 5-1 7 0 9 1 10
1226,-4,4,M-1-10L0-9 1-7 1-5 0-3-1-2 1 0-1 2 0 3 1 5 1 7 0 9-1 10
1227,-4,4,M2-10L-2 0 2 10
1228,-4,4,M-2-10L2 0-2 10
1229,-3,3,M0-10L0 10
1230,-5,5,M-2-10L-2 10M2-10L2 10
1231,-8,8,M-6 0L6 0
1232,-8,8,M0-6L0 6M-6 0L6 0
1233,-7,7,M0-5L0 6M-5 0L5 0M-5 6L5 6
1234,-7,7,M0-5L0 6M-5-5L5-5M-5 0L5 0
1235,-7,7,M-5-5L5 5M5-5L-5 5
1236,-3,3,M0-1L-1 0 0 1 1 0 0-1
1237,-8,8,M0-6L-1-5 0-4 1-5 0-6M-6 0L6 0M0 4L-1 5 0 6 1 5 0 4
1238,-8,8,M-6-2L6-2M-6 2L6 2
1239,-8,8,M5-6L-5 6M-6-2L6-2M-6 2L6 2
1240,-8,8,M-6-4L6-4M-6 0L6 0M-6 4L6 4
1241,-7,7,M5-6L-5 0 5 6
1242,-7,7,M-5-6L5 0-5 6
1243,-7,7,M5-7L-5-3 5 1M-5 2L5 2M-5 6L5 6
1244,-7,7,M-5-7L5-3-5 1M-5 2L5 2M-5 6L5 6
1245,-9,9,M7 3L5 3 3 2 2 1 0-2-1-3-3-4-4-4-6-3-7-1-7 0-6 2-4 3-3 3-1 2 0 1 2-2 3-3 5-4 7-4
1246,-8,8,M-6 2L-6 0-5-2-3-2 3 1 5 1 6 0M-6 0L-5-1-3-1 3 2 5 2 6 0 6-2
1247,-7,7,M-5 1L0-2 5 1M-5 1L0-1 5 1
1261,-8,8,M2-3L3-2 6 0 3 2 2 3M3-2L5 0 3 2M-6 0L5 0
1262,-5,5,M0-5L0 6M-3-2L-2-3 0-6 2-3 3-2M-2-3L0-5 2-3
1263,-8,8,M-2-3L-3-2-6 0-3 2-2 3M-3-2L-5 0-3 2M-5 0L6 0
1264,-5,5,M0-6L0 5M-3 2L-2 3 0 6 2 3 3 2M-2 3L0 5 2 3
